Experiment,Final Train Loss,Final Valid Loss,Best Valid Loss
"Exp 1 (LR=1e-5, Epochs=5)",1.020553272303033,0.9848512156760736,0.9848512156760736
"Exp 2 (LR=1e-5, Epochs=10)",0.7102863030479083,0.6184898842494566,0.6125584601700961
"Exp 3 (LR=5e-5, Epochs=5)",2.094134461562277,1.9661509025664556,1.9661509025664556
